YEAR,paper,citations
2021,Monocular Real-time Full Body Capture with Inter-part Correlations,7
2021,RangeIoUDet: Range Image based Real-Time 3D Object Detector Optimized by Intersection over Union,3
2021,Frequency-aware Discriminative Feature Learning Supervised by Single-Center Loss for Face Forgery Detection,5
2021,Temporally-Weighted Hierarchical Clustering for Unsupervised Action Segmentation,3
2021,DAP: Detection-Aware Pre-training with Weak Supervision,0
2021,Semantic Segmentation for Real Point Cloud Scenes via Bilateral Augmentation and Adaptive Fusion,10
2021,Spatiotemporal Registration for Event-based Visual Odometry,1
2021,Learning Graph Embeddings for Compositional Zero-shot Learning,7
2021,Stylized Neural Painting,2
2021,VS-Net: Voting with Segmentation for Visual Localization,0
2021,Separating Skills and Concepts for Novel Visual Question Answering,3
2021,Space-Time Distillation for Video Super-Resolution,8
2021,"Heterogeneous Grid Convolution for Adaptive, Efficient, and Controllable Computation",1
2021,3D-MAN: 3D Multi-frame Attention Network for Object Detection,2
2021,Neural Body: Implicit Neural Representations with Structured Latent Codes for Novel View Synthesis of Dynamic Humans,36
2021,Learning Camera Localization via Dense Scene Matching,1
2021,Time Adaptive Recurrent Neural Network,2
2021,Generative Hierarchical Features from Synthesizing Images,12
2021,Transferable Semantic Augmentation for Domain Adaptation,5
2021,Dynamic Transfer for Multi-Source Domain Adaptation,2
2021,"Roses are Red, Violets are Blue… But Should VQA expect Them To?",13
2021,EDNet: Efficient Disparity Estimation with Cost Volume Combination and Attention-based Spatial Residual,0
2021,Dual Pixel Exploration: Simultaneous Depth Estimation and Image Restoration,4
2021,Categorical Depth Distribution Network for Monocular 3D Object Detection,14
2021,Guided Interactive Video Object Segmentation Using Reliability-Based Attention Maps,2
2021,DeepLM: Large-scale Nonlinear Least Squares on Deep Learning Frameworks using Stochastic Domain Decomposition,1
2021,Neural Deformation Graphs for Globally-consistent Non-rigid Reconstruction,5
2021,Cross Modal Focal Loss for RGBD Face Anti-Spoofing,7
2021,Intra-Inter Camera Similarity for Unsupervised Person Re-Identification,6
2021,Goal-Oriented Gaze Estimation for Zero-Shot Learning,5
2021,Scalable Differential Privacy with Sparse Network Finetuning,1
2021,VisualVoice: Audio-Visual Speech Separation with Cross-Modal Consistency,16
2021,End-to-End Rotation Averaging with Multi-Source Propagation,3
2021,Global Transport for Fluid Reconstruction with Learned Self-Supervision,2
2021,Deep Compositional Metric Learning,0
2021,Dynamic Slimmable Network,8
2021,Neural Scene Flow Fields for Space-Time View Synthesis of Dynamic Scenes,58
2021,Learning Spatially-Variant MAP Models for Non-blind Image Deblurring,0
2021,OCONet: Image Extrapolation by Object Completion,2
2021,Semantic Palette: Guiding Scene Generation with Class Proportions,0
2021,Transformation Driven Visual Reasoning,4
2021,Learning optical flow from still images,2
2021,How Robust are Randomized Smoothing based Defenses to Data Poisoning?,5
2021,Patch2Pix: Epipolar-Guided Pixel-Level Correspondences,6
2021,Neighbor2Neighbor: Self-Supervised Denoising from Single Noisy Images,5
2021,Seeing Out of tHe bOx: End-to-End Pre-training for Vision-Language Representation Learning,21
2021,Dual-GAN: Joint BVP and Noise Modeling for Remote Physiological Measurement,8
2021,Equalization Loss v2: A New Gradient Balance Approach for Long-tailed Object Detection,13
2021,We are More than Our Joints: Predicting how 3D Bodies Move,10
2021,How to Exploit the Transferability of Learned Image Compression to Conventional Codecs,1
2021,ABMDRNet: Adaptive-weighted Bi-directional Modality Difference Reduction Network for RGB-T Semantic Segmentation,0
2021,Controllable Image Restoration for Under-Display Camera in Smartphones,0
2021,Lipstick ain’t enough: Beyond Color Matching for In-the-Wild Makeup Transfer,3
2021,Towards More Flexible and Accurate Object Tracking with Natural Language: Algorithms and Benchmark,4
2021,Cyclic Co-Learning of Sounding Object Visual Grounding and Sound Separation,0
2021,Truly shift-invariant convolutional neural networks,6
2021,Synthesize-It-Classifier: Learning a Generative Classifier through Recurrent Self-analysis,0
2021,MOST: A Multi-Oriented Scene Text Detector with Localization Refinement,2
2021,MoViNets: Mobile Video Networks for Efficient Video Recognition,15
2021,Rich Context Aggregation with Reflection Prior for Glass Surface Detection,4
2021,Denoise and Contrast for Category Agnostic Shape Completion,1
2021,Distractor-Aware Fast Tracking via Dynamic Convolutions and MOT Philosophy,1
2021,TrafficSim: Learning to Simulate Realistic Multi-Agent Behaviors,8
2021,Brain Image Synthesis with Unsupervised Multivariate Canonical CSC ℓ<inf>4</inf>Net,0
2021,Interactive Self-Training with Mean Teachers for Semi-supervised Object Detection,4
2021,Spatial-Temporal Correlation and Topology Learning for Person Re-Identification in Videos,3
2021,STMTrack: Template-free Visual Tracking with Space-time Memory Networks,4
2021,General Instance Distillation for Object Detection,13
2021,Multi-Objective Interpolation Training for Robustness to Label Noise,5
2021,Hallucination Improves Few-Shot Object Detection,5
2021,Scene Text Retrieval via Joint Text Detection and Similarity Learning,0
2021,Domain-Independent Dominance of Adaptive Methods,5
2021,Probabilistic Modeling of Semantic Ambiguity for Scene Graph Generation,0
2021,GMOT-40: A Benchmark for Generic Multiple Object Tracking,1
2021,Uncertainty-guided Model Generalization to Unseen Domains,3
2021,AttentiveNAS: Improving Neural Architecture Search via Attentive Sampling,8
2021,Learning a Facial Expression Embedding Disentangled from Identity,2
2021,PQA: Perceptual Question Answering,0
2021,VSPW: A Large-scale Dataset for Video Scene Parsing in the Wild,5
2021,Parser-Free Virtual Try-on via Distilling Appearance Flows,5
2021,Personalized Outfit Recommendation with Learnable Anchors,1
2021,Spatio-temporal Contrastive Domain Adaptation for Action Recognition,2
2021,Self-Supervised Wasserstein Pseudo-Labeling for Semi-Supervised Image Classification,2
2021,Diverse Part Discovery: Occluded Person Re-identification with Part-Aware Transformer,7
2021,Wasserstein Barycenter for Multi-Source Domain Adaptation,0
2021,NeRV: Neural Reflectance and Visibility Fields for Relighting and View Synthesis,45
2021,Mixed-Privacy Forgetting in Deep Networks,11
2021,Continual Adaptation of Visual Representations via Domain Randomization and Meta-learning,1
2021,Divide-and-Conquer for Lane-Aware Diverse Trajectory Prediction,3
2021,Unsupervised Multi-Source Domain Adaptation for Person Re-Identification,5
2021,Style-based Point Generator with Adversarial Rendering for Point Cloud Completion,7
2021,SUTD-TrafficQA: A Question Answering Benchmark and an Efficient Network for Video Reasoning over Traffic Events,5
2021,DECOR-GAN: 3D Shape Detailization by Conditional Refinement,2
2021,MetaSets: Meta-Learning on Point Sets for Generalizable Representations,1
2021,Indoor Lighting Estimation using an Event Camera,0
2021,t-vMF Similarity For Regularizing Intra-Class Feature Distribution,1
2021,Interventional Video Grounding with Dual Contrastive Learning,13
2021,Towards Evaluating and Training Verifiably Robust Neural Networks,0
2021,HoHoNet: 360 Indoor Holistic Understanding with Latent Horizontal Features,8
2021,Restore from Restored: Video Restoration with Pseudo Clean Video,0
2021,Learning Spatial-Semantic Relationship for Facial Attribute Recognition with Limited Labeled Data,0
2021,Physically-aware Generative Network for 3D Shape Modeling,0
2021,Gated Spatio-Temporal Attention-Guided Video Deblurring,1
2021,Background Splitting: Finding Rare Classes in a Sea of Background,0
2021,GrooMeD-NMS: Grouped Mathematically Differentiable NMS for Monocular 3D Object Detection,4
2021,Reformulating HOI Detection as Adaptive Set Prediction,7
2021,FCPose: Fully Convolutional Multi-Person Pose Estimation with Dynamic Instance-Aware Convolutions,2
2021,DiNTS: Differentiable Neural Network Topology Search for 3D Medical Image Segmentation,2
2021,Progressive Contour Regression for Arbitrary-Shape Scene Text Detection,6
2021,Towards Efficient Tensor Decomposition-Based DNN Model Compression with Optimization Framework,1
2021,Quantum Permutation Synchronization,6
2021,Recurrent Multi-view Alignment Network for Unsupervised Surface Registration,3
2021,RAFT-3D: Scene Flow using Rigid-Motion Embeddings,6
2021,Improving Unsupervised Image Clustering With Robust Learning,7
2021,SOLD<sup>2</sup>: Self-supervised Occlusion-aware Line Description and Detection,4
2021,MOOD: Multi-level Out-of-distribution Detection,8
2021,Weakly-supervised Instance Segmentation via Class-agnostic Learning with Salient Images,1
2021,Understanding the Robustness of Skeleton-based Action Recognition under Adversarial Attack,4
2021,LiDAR R-CNN: An Efficient and Universal 3D Object Detector,5
2021,Square Root Bundle Adjustment for Large-Scale Reconstruction,1
2021,End-to-End Human Object Interaction Detection with HOI Transformer,12
2021,Partially View-aligned Representation Learning with Noise-robust Contrastive Loss,12
2021,Mask Guided Matting via Progressive Refinement Network,3
2021,LASR: Learning Articulated Shape Reconstruction from a Monocular Video,4
2021,Optimal Gradient Checkpoint Search for Arbitrary Computation Graphs,3
2021,M<sup>3</sup>P: Learning Universal Representations via Multitask Multilingual Multimodal Pre-training,13
2021,Rethinking Style Transfer: From Pixels to Parameterized Brushstrokes,2
2021,Representing Videos as Discriminative Sub-graphs for Action Recognition<sup>*</sup>,2
2021,Rotation-Only Bundle Adjustment,3
2021,Consensus Maximisation Using Influences of Monotone Boolean Functions,0
2021,Normal Integration via Inverse Plane Fitting with Minimum Point-to-Plane Distance,0
2021,Pulsar: Efficient Sphere-based Neural Rendering,11
2021,"Towards Semantic Segmentation of Urban-Scale 3D Point Clouds: A Dataset, Benchmarks and Challenges",21
2021,Learning Asynchronous and Sparse Human-Object Interaction in Videos,2
2021,Few-Shot Transformation of Common Actions into Time and Space,0
2021,Meta-Mining Discriminative Samples for Kinship Verification,0
2021,Binary TTC: A Temporal Geofence for Autonomous Navigation,4
2021,StickyPillars: Robust and Efficient Feature Matching on Point Clouds using Graph Neural Networks,6
2021,Closed-Form Factorization of Latent Semantics in GANs,73
2021,ECKPN: Explicit Class Knowledge Propagation Network for Transductive Few-shot Learning,2
2021,Understanding the Behaviour of Contrastive Loss,18
2021,Learning to Recommend Frame for Interactive Video Object Segmentation in the Wild,1
2021,Prototypical Pseudo Label Denoising and Target Structure Learning for Domain Adaptive Semantic Segmentation,19
2021,Generalized Focal Loss V2: Learning Reliable Localization Quality Estimation for Dense Object Detection,21
2021,Spatiotemporal Contrastive Video Representation Learning,78
2021,Removing the Background by Adding the Background: Towards Background Robust Self-supervised Video Representation Learning,13
2021,Transitional Adaptation of Pretrained Models for Visual Storytelling,0
2021,One Thing One Click: A Self-Training Approach for Weakly Supervised 3D Semantic Segmentation,2
2021,Open-Vocabulary Object Detection Using Captions,7
2021,Triple-cooperative Video Shadow Detection,3
2021,Deep Polarization Imaging for 3D Shape and SVBRDF Acquisition,1
2021,Right for the Right Concept: Revising Neuro-Symbolic Concepts by Interacting with their Explanations,9
2021,BCNet: Searching for Network Width with Bilaterally Coupled Network,3
2021,PointDSC: Robust Point Cloud Registration using Deep Spatial Consistency,11
2021,Wasserstein Contrastive Representation Distillation,3
2021,"Hijack-GAN: Unintended-Use of Pretrained, Black-Box GANs",5
2021,PointNetLK Revisited,4
2021,Zero-shot Adversarial Quantization,5
2021,Graph Stacked Hourglass Networks for 3D Human Pose Estimation,7
2021,Fingerspelling Detection in American Sign Language,0
2021,FrameExit: Conditional Early Exiting for Efficient Video Recognition,1
2021,Multi-institutional Collaborations for Improving Deep Learning-based Magnetic Resonance Image Reconstruction Using Federated Learning,4
2021,Spatial-Phase Shallow Learning: Rethinking Face Forgery Detection in Frequency Domain,11
2021,From Shadow Generation to Shadow Removal,2
2021,Practical Single-Image Super-Resolution Using Look-Up Table,0
2021,A Fourier-based Framework for Domain Generalization,3
2021,Improving Weakly Supervised Visual Grounding by Contrastive Knowledge Distillation,2
2021,Multimodal Contrastive Training for Visual Representation Learning,6
2021,PLOP: Learning without Forgetting for Continual Semantic Segmentation,12
2021,Intrinsic Image Harmonization,4
2021,clDice - a Novel Topology-Preserving Loss Function for Tubular Structure Segmentation,18
